Year,SMW,Date,Crop_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Monetta,NRC-7,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,,
2023,40,01-10-2023 to 07-10-2023,5,Jabalpur,79.97,23.19,-,17,30.5,-,0,27.5,73.5,0,31.9,20.6,83,57,0,0.6,3,Charcoal Rot,,
2023,31,30-07-2023 to 05-08-2023,1,Jabalpur,79.97,23.19,2.96,0.31,0,6.11,0,0.74,0.74,0,29,24.1,93,85,5,285.8,8.4,Yellow Mosaic Disease,,
2023,32,06-08-2023 to 12-08-2023,2,Jabalpur,79.97,23.19,9.75,2.78,1.6,19.51,1.79,5.62,4.32,0,29.4,24,89,70,2,23.6,6.4,Yellow Mosaic Disease,,
2023,33,13-08-2023 to 19-08-2023,3,Jabalpur,79.97,23.19,22.1,20.99,9.51,39.5,10.74,22.22,14.14,5.18,31.6,23.9,89,70,2,160.2,5.1,Yellow Mosaic Disease,,
2023,34,20-08-2023 to 26-08-2023,4,Jabalpur,79.97,23.19,25.31,27.28,22.34,52.65,17.34,35.06,22.84,11.79,29.9,24.3,87,75,3,25.1,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,5,Jabalpur,79.97,23.19,25.62,32.34,26.29,53.58,19.38,42.78,37.9,18.46,32.5,24.2,86,61,2,9.2,4.3,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,6,Jabalpur,79.97,23.19,25.62,27.22,28.27,53.89,20.8,43.82,40.43,19.26,32,24.5,88,77,4,158.4,3.9,Yellow Mosaic Disease,,
2023,37,10-09-2023 to 16-09-2023,7,Jabalpur,79.97,23.19,-,27.47,28.64,-,20.8,44.81,41.66,20,29.9,24.3,93,81,5,56.6,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,1,Jabalpur,79.97,23.19,0.99,0.74,1.98,2.04,4.2,0,0.93,0,32.5,24.2,86,61,2,9.2,4.3,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Jabalpur,79.97,23.19,4.75,3.64,8.46,8.02,10.74,2.35,3.77,1.98,32,24.5,88,77,4,158.4,3.9,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Jabalpur,79.97,23.19,8.83,8.33,15.74,10.99,17.22,6.48,9.07,6.6,29.9,24.3,93,81,5,56.6,5.3,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Jabalpur,79.97,23.19,0,19.57,32.34,0,32.96,13.52,22.41,11.73,31.6,24,87,66,2,20.5,2.9,Rhizoctonia Aerial Blight,,
2023,34,20-08-2023 to 26-08-2023,1,Jabalpur,79.97,23.19,39.56,0,0,35.11,0,0,22.89,0,29.9,24.3,87,75,3,25.1,5.3,Anthracnose,,
2023,35,27-08-2023 to 02-09-2023,2,Jabalpur,79.97,23.19,56,0.67,0,49.56,0.67,0,33.78,0,32.5,24.2,86,61,2,9.2,4.3,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,3,Jabalpur,79.97,23.19,66,6.22,1.11,60.22,3.11,2,39.78,0,32,24.5,88,77,4,158.4,3.9,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,4,Jabalpur,79.97,23.19,68.22,13.33,4.22,63.78,9.56,6,43.78,1.11,29.9,24.3,93,81,5,56.6,5.3,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,5,Jabalpur,79.97,23.19,69.78,18.89,6.44,64.89,13.78,10.22,44,5.56,31.6,24,87,66,2,20.5,2.9,Anthracnose,,
2023,39,24-09-2023 to 30-09-2023,6,Jabalpur,79.97,23.19,-,19.56,6.89,-,14.89,12.22,45.11,7.11,32.3,23.6,88,65,0,1.4,2.7,Anthracnose,,
2023,35,27-08-2023 to 02-09-2023,1,Palampur,76.54,32.11,6.66,5.55,11.11,5.55,13.33,0,11.11,0,27.53,17.64,89.43,79.86,4,2.49,1.57,Frog Eye Leaf Spot,,
2023,36,03-09-2023 to 09-09-2023,2,Palampur,76.54,32.11,16.66,24.44,24.44,11.11,24.44,3.33,24.44,3.33,28.5,17.93,83.57,72.43,2,2.57,1.35,Frog Eye Leaf Spot,,
2023,37,10-09-2023 to 16-09-2023,3,Palampur,76.54,32.11,24.44,30,33.33,16.66,33.33,11.11,26.66,6.66,27.64,18.71,93.88,82.71,4,17.74,1.4,Frog Eye Leaf Spot,,
2023,38,17-09-2023 to 23-09-2023,4,Palampur,76.54,32.11,26.66,38.66,55.55,24.44,55.55,24.44,48.88,11.11,26.81,17.27,94.29,83.14,4,6.23,1.09,Frog Eye Leaf Spot,,
2023,39,24-09-2023 to 30-09-2023,5,Palampur,76.54,32.11,33.33,55.55,77.77,26.66,66.66,33.33,55.55,11.11,27.27,14.79,77.86,65.86,0,0,1.19,Frog Eye Leaf Spot,,
2023,40,01-10-2023 to 07-10-2023,6,Palampur,76.54,32.11,33.33,55.55,77.77,33.33,66.66,33.33,55.55,11.11,27.21,14.67,70.71,65.43,0,0,1.25,Frog Eye Leaf Spot,,
2023,35,27-08-2023 to 02-09-2023,1,Palampur,76.54,32.11,12.66,11.11,6.66,6.66,3.33,0,1.11,8.66,27.53,17.64,89.43,79.86,4,2.49,1.57,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,2,Palampur,76.54,32.11,18.88,18.88,14.66,11.11,6.66,3.33,3.33,11.66,28.5,17.93,83.57,72.43,2,2.57,1.35,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,3,Palampur,76.54,32.11,26.66,33.33,26.64,26.66,9.66,8.33,8.66,18.88,27.64,18.71,93.88,82.71,4,17.74,1.4,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,4,Palampur,76.54,32.11,33.33,48.88,28.88,33.33,16.66,9.66,16.66,24.66,26.81,17.27,94.29,83.14,4,6.23,1.09,Anthracnose,,
2023,39,24-09-2023 to 30-09-2023,5,Palampur,76.54,32.11,55.55,66.66,33,48.88,24.44,16.64,24.44,33.33,27.27,14.79,77.86,65.86,0,0,1.19,Anthracnose,,
2023,40,01-10-2023 to 07-10-2023,6,Palampur,76.54,32.11,77.77,66.66,33.33,55.55,26.66,33.33,33.33,55.55,27.21,14.67,70.71,65.43,0,0,1.25,Anthracnose,,
2023,35,27-08-2023 to 02-09-2023,1,Pantnagar,79.49,29.02,0,4.44,11.11,4.44,9.26,4.44,5.56,4.07,34,25.6,91.3,62.1,0,0,1.96,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Pantnagar,79.49,29.02,5.93,6.67,17.04,9.26,12.22,5.56,18.15,5.93,34.3,25.4,88.4,67.6,0,42,1.26,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Pantnagar,79.49,29.02,9.63,13.33,18.15,12.96,15.93,7.04,21.85,8.52,31,25.4,91.1,74.6,2,152.2,1.47,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Pantnagar,79.49,29.02,14.81,22.96,18.89,15.93,22.22,13.7,22.22,11.48,32.6,24.6,90.4,69.7,4,47.4,1.25,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Pantnagar,79.49,29.02,22.96,36.3,25.56,21.48,30.37,21.11,30.74,12.96,32.9,23.5,88.6,57.9,1,60.2,1.09,Rhizoctonia Aerial Blight,,
2023,40,01-10-2023 to 07-10-2023,6,Pantnagar,79.49,29.02,32.59,46.67,31.48,28.89,39.26,27.04,34.44,24.81,33.6,22.8,88.7,51.7,0,0,1.06,Rhizoctonia Aerial Blight,,
2023,41,08-10-2023 to 14-10-2023,7,Pantnagar,79.49,29.02,35.93,49.63,35.19,36.3,47.04,32.22,36.67,29.63,33,19.3,79.6,46.7,0,0,1.35,Rhizoctonia Aerial Blight,,
2023,42,15-10-2023 to 21-10-2023,8,Pantnagar,79.49,29.02,37.41,52.59,36.67,40,50.74,38.15,38.15,31.85,30.2,16.3,84.1,48.6,1,7.4,1.28,Rhizoctonia Aerial Blight,,
2023,43,22-10-2023 to 28-10-2023,9,Pantnagar,79.49,29.02,39.63,60.37,40.74,41.85,55.19,41.85,40.37,39.63,30.9,14.3,88.9,36.9,0,0,1.18,Rhizoctonia Aerial Blight,,
2023,33,13-08-2023 to 19-08-2023,1,Pantnagar,79.49,29.02,1.25,0,1.02,1.5,2.45,2.75,1.5,1.15,32.4,26.1,89.7,69.4,1,11.8,1.67,Yellow Mosaic Disease,,
2023,34,20-08-2023 to 26-08-2023,2,Pantnagar,79.49,29.02,6.8,1.5,2.5,3.5,8.9,5..5,2,2.7,30.6,25.5,91.6,80.1,5,110,2.08,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,3,Pantnagar,79.49,29.02,6.9,3.35,3.85,5.7,10.5,9.5,2.7,3.5,34,25.6,91.3,62.1,0,0,1.96,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,4,Pantnagar,79.49,29.02,7.9,4.7,4.2,7.9,13.3,12.8,3.28,5.6,34.3,25.4,88.4,67.6,0,42,1.26,Yellow Mosaic Disease,,
2023,37,10-09-2023 to 16-09-2023,5,Pantnagar,79.49,29.02,9.5,5.5,4.9,9.9,16.3,16.7,5.2,7.5,31,25.4,91.1,74.6,2,152.2,1.47,Yellow Mosaic Disease,,
2023,38,17-09-2023 to 23-09-2023,6,Pantnagar,79.49,29.02,15.2,5.9,6.9,13.9,18.25,18.5,9.5,8.6,32.6,24.6,90.4,69.7,4,47.4,1.25,Yellow Mosaic Disease,,
2023,39,24-09-2023 to 30-09-2023,7,Pantnagar,79.49,29.02,18.5,7.21,8.2,15.5,21.25,20.5,12.23,10.2,32.9,23.5,88.6,57.9,1,60.2,1.09,Yellow Mosaic Disease,,
2023,40,01-10-2023 to 07-10-2023,8,Pantnagar,79.49,29.02,25.8,9.29,8.9,18.15,23.25,22.7,15.5,12.3,33.6,22.8,88.7,51.7,0,0,1.06,Yellow Mosaic Disease,,
2023,41,08-10-2023 to 14-10-2023,9,Pantnagar,79.49,29.02,28.6,11.33,9.5,21.6,27.25,25.5,17.05,13.5,33,19.3,79.6,46.7,0,0,1.35,Yellow Mosaic Disease,,
2023,42,15-10-2023 to 21-10-2023,10,Pantnagar,79.49,29.02,30.2,13.5,10.2,23.2,30.25,28.2,19.5,14.9,30.2,16.3,84.1,48.6,1,7.4,1.28,Yellow Mosaic Disease,,
2023,43,22-10-2023 to 28-10-2023,11,Pantnagar,79.49,29.02,34.44,17.04,11.48,24.07,32.22,31.48,22.96,16.3,30.9,14.3,88.9,36.9,0,0,1.18,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,1,Jorhat,94.17,26.73,0,0,0,9,NG,3.83,NG,0,36.6,25.7,88,63,1,4.2,2,Collar Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Jorhat,94.17,26.73,0,0,0,9,NG,3.83,NG,0,34.4,25.2,89,68,2,16.2,2.4,Collar Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Jorhat,94.17,26.73,0,4.6,0,9,NG,3.83,NG,0,32.1,24.7,94,77,4,38.1,1.7,Collar Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Jorhat,94.17,26.73,0,4.6,0,9,NG,7.5,NG,9.5,33.7,24.4,89,70,2,67.2,1.5,Collar Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Jorhat,94.17,26.73,0.1,7.16,10.5,15.5,NG,14.5,NG,9.5,32.2,23.5,94,79,6,104.7,1.6,Collar Rot,,
2023,41,08-10-2023 to 14-10-2023,6,Jorhat,94.17,26.73,2.77,7.16,10.5,15.55,NG,14.5,NG,17.5,31.7,22.4,93,65,3,24.6,1.6,Collar Rot,,
2023,42,15-10-2023 to 21-10-2023,7,Jorhat,94.17,26.73,2.77,15.75,10.5,21,NG,14.5,NG,17.5,32,20.6,94,62,0,0,1,Collar Rot,,
2023,43,22-10-2023 to 28-10-2023,8,Jorhat,94.17,26.73,2.77,15.75,16.33,21,NG,19,NG,19.5,30.5,19.2,95,62,0,0,0.9,Collar Rot,,
2023,44,29-10-2023 to 04-11-2023,9,Jorhat,94.17,26.73,2.77,15.75,16.33,24,NG,19,NG,19.5,31.3,17.4,95,60,0,0,8.8,Collar Rot,,
2023,45,05-11-2023 to 11-11-2023,10,Jorhat,94.17,26.73,2.77,15.75,16.33,24,NG,24.04,NG,19.5,29.3,15.9,97,63,0,0,1.1,Collar Rot,,
2023,46,12-11-2023 to 18-11-2023,11,Jorhat,94.17,26.73,2.77,15.75,16.33,24,NG,24.04,NG,19.5,28.5,15.2,97,60,1,19.4,1.3,Collar Rot,,
2023,37,10-09-2023 to 16-09-2023,1,Jorhat,94.17,26.73,6.5,9,10,0,NG,3.5,NG,0,34.4,25.2,89,68,2,16.2,2.4,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,2,Jorhat,94.17,26.73,6.5,11.11,10,0,NG,3.5,NG,3.5,32.1,24.7,94,77,4,38.1,1.7,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,3,Jorhat,94.17,26.73,6.5,11.11,11.57,4.5,NG,3.5,NG,3.5,33.7,24.4,89,70,2,67.2,1.5,Rhizoctonia Aerial Blight,,
2023,40,01-10-2023 to 07-10-2023,4,Jorhat,94.17,26.73,11.5,17.78,11.57,4.5,NG,9,NG,8.3,32.2,23.5,94,79,6,104.7,1.6,Rhizoctonia Aerial Blight,,
2023,41,08-10-2023 to 14-10-2023,5,Jorhat,94.17,26.73,11.5,17.78,17.14,9,NG,9,NG,8.3,31.7,22.4,93,65,3,24.6,1.6,Rhizoctonia Aerial Blight,,
2023,42,15-10-2023 to 21-10-2023,6,Jorhat,94.17,26.73,11.5,20.83,17.14,9,NG,9,NG,8.3,32,20.6,94,62,0,0,1,Rhizoctonia Aerial Blight,,
2023,43,22-10-2023 to 28-10-2023,7,Jorhat,94.17,26.73,14.16,20.83,21.83,11.11,NG,9,NG,12.77,30.5,19.2,95,62,0,0,0.9,Rhizoctonia Aerial Blight,,
2023,44,29-10-2023 to 04-11-2023,8,Jorhat,94.17,26.73,14.16,20.83,21.83,11.11,NG,9,NG,12.77,31.3,17.4,95,60,0,0,8.8,Rhizoctonia Aerial Blight,,
2023,45,05-11-2023 to 11-11-2023,9,Jorhat,94.17,26.73,14.16,20.83,21.83,11.11,NG,11.11,NG,12.77,29.3,15.9,97,63,0,0,1.1,Rhizoctonia Aerial Blight,,
2023,46,12-11-2023 to 18-11-2023,10,Jorhat,94.17,26.73,14.16,20.83,21.83,11.11,NG,11.11,NG,12.77,28.5,15.2,97,60,1,19.4,1.3,Rhizoctonia Aerial Blight,,
2023,40,01-10-2023 to 07-10-2023,1,Jorhat,94.17,26.73,0,0,0,0,NG,4.5,NG,0,32.2,23.5,94,79,6,104.7,1.6,Anthracnose,,change Anthracnose/pb to Anthracnose
2023,41,08-10-2023 to 14-10-2023,2,Jorhat,94.17,26.73,0,10,5,4,NG,4.5,NG,11.5,31.7,22.4,93,65,3,24.6,1.6,Anthracnose,,
2023,42,15-10-2023 to 21-10-2023,3,Jorhat,94.17,26.73,15,10,5,9.8,NG,4.5,NG,11.5,32,20.6,94,62,0,0,1,Anthracnose,,
2023,43,22-10-2023 to 28-10-2023,4,Jorhat,94.17,26.73,15,10,8.33,11.38,NG,6,NG,18.05,30.5,19.2,95,62,0,0,0.9,Anthracnose,,
2023,44,29-10-2023 to 04-11-2023,5,Jorhat,94.17,26.73,19.5,10,8.33,11.38,NG,6,NG,18.05,31.3,17.4,95,60,0,0,8.8,Anthracnose,,
2023,45,05-11-2023 to 11-11-2023,6,Jorhat,94.17,26.73,19.5,10,8.33,11.38,NG,8,NG,18.05,29.3,15.9,97,63,0,0,1.1,Anthracnose,,
2023,46,12-11-2023 to 18-11-2023,7,Jorhat,94.17,26.73,19.5,10,8.33,11.38,NG,8,NG,18.05,28.5,15.2,97,60,1,19.4,1.3,Anthracnose,,
2023,41,08-10-2023 to 14-10-2023,1,Jorhat,94.17,26.73,4.5,5.55,2.83,6.5,NG,4.5,NG,5.5,31.7,22.4,93,65,3,24.6,1.6,Yellow Mosaic Disease,,
2023,42,15-10-2023 to 21-10-2023,2,Jorhat,94.17,26.73,4.5,5.55,2.83,6.5,NG,9.09,NG,5.5,32,20.6,94,62,0,0,1,Yellow Mosaic Disease,,
2023,43,22-10-2023 to 28-10-2023,3,Jorhat,94.17,26.73,6,5.55,2.83,8,NG,9.09,NG,9.17,30.5,19.2,95,62,0,0,0.9,Yellow Mosaic Disease,,
2023,44,29-10-2023 to 04-11-2023,4,Jorhat,94.17,26.73,6,5.55,2.83,8,NG,9.09,NG,9.17,31.3,17.4,95,60,0,0,8.8,Yellow Mosaic Disease,,
2023,45,05-11-2023 to 11-11-2023,5,Jorhat,94.17,26.73,8.66,5.55,2.83,8,NG,9.09,NG,9.17,29.3,15.9,97,63,0,0,1.1,Yellow Mosaic Disease,,
2023,46,12-11-2023 to 18-11-2023,6,Jorhat,94.17,26.73,8.67,5.55,2.83,8,NG,9.09,NG,9.17,28.5,15.2,97,60,1,19.4,1.3,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,79.64,29.59,4,0,0,0,0,2,8.5,0,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,79.64,29.59,19.5,1.5,5,0,0,6.5,31.5,0,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,79.64,29.59,28,6.5,15,14.5,0,17.5,58.5,0,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,79.64,29.59,28,14.5,30.5,19,0,26.5,73,0,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,79.64,29.59,-,17,30.5,-,0,27.5,73.5,0,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,6,Medziphema,93.81,25.76,2.5,1,0,3,2.6,4.3,6.05,NG,35.27,21.74,88.85,72.27,6,47.31,0.09,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,7,Medziphema,93.81,25.76,10.44,7.61,3.5,8.93,7.6,9.8,13.83,NG,34.97,21.24,78.98,73.27,3,20.46,0.13,Rhizoctonia Aerial Blight,,
2023,40,01-10-2023 to 07-10-2023,8,Medziphema,93.81,25.76,15.93,11.86,8.21,14.32,9.57,15.35,21.25,NG,38.48,21.62,88.14,75.34,7,68.36,0.09,Rhizoctonia Aerial Blight,,
2023,41,08-10-2023 to 14-10-2023,9,Medziphema,93.81,25.76,21.33,18.47,11.58,23.2,16.25,21.5,29.99,NG,32.07,20.14,84.45,74.7,0,11.15,0.18,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,1,Medziphema,93.81,25.76,5.25,3.9,7,5.53,2.75,2.75,6.6,NG,34.97,21.24,78.98,73.27,3,20.46,0.13,Anthracnose,,change Anthracnose/pb to Anthracnose
2023,40,01-10-2023 to 07-10-2023,2,Medziphema,93.81,25.76,9.09,8.51,9,12.38,10.46,4.33,10.56,NG,38.48,21.62,88.14,75.34,7,68.36,0.09,Anthracnose,,
2023,41,08-10-2023 to 14-10-2023,3,Medziphema,93.81,25.76,14.04,10.89,11.35,20.2,13.48,8.79,14.81,NG,32.07,20.14,84.45,74.7,0,11.15,0.18,Anthracnose,,
2023,42,15-10-2023 to 21-10-2023,4,Medziphema,93.81,25.76,16.29,12.59,13.36,24.45,15.89,11.25,14.62,NG,30.02,17.45,77.77,74.23,0,0.31,0.23,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,1,Medziphema,93.81,25.76,4.36,0,2,3.56,1.78,1,4.08,NG,34.98,22.18,85.64,72.77,3,28.74,0.14,Rust,,
2023,38,17-09-2023 to 23-09-2023,2,Medziphema,93.81,25.76,8.69,5.86,3.24,4.29,1.9,4.25,5.33,NG,35.27,21.74,88.85,72.27,6,47.31,0.09,Rust,,
2023,39,24-09-2023 to 30-09-2023,3,Medziphema,93.81,25.76,12.89,7.59,5,6.73,3.95,5.81,8.73,NG,34.97,21.24,78.98,73.27,3,20.46,0.13,Rust,,
2023,40,01-10-2023 to 07-10-2023,4,Medziphema,93.81,25.76,15.66,8.88,7.85,9.19,5.9,7.61,11.74,NG,38.48,21.62,88.14,75.34,7,68.36,0.09,Rust,,
2023,35,27-08-2023 to 02-09-2023,1,Indore,75.88,22.71,17.31,0,0,49.56,6.98,0,1.28,0,29.57,22.71,90.23,83.51,0,0,0.56,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Indore,75.88,22.71,39.82,4.29,3.18,60.22,7.25,4.43,9.57,0,30.14,23.86,20.64,20.64,3,20.64,0.25,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Indore,75.88,22.71,47.24,11.33,5.22,63.78,16.32,13.7,13.25,1.11,26.43,22.71,29.7,29.7,3,29.7,1.21,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Indore,75.88,22.71,55.8,15.69,9.07,64.89,24.31,19.18,21.88,5.56,27.14,22,91.91,82,4,27.6,0.04,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Indore,75.88,22.71,-,19.17,10.41,-,29.47,21.45,27.37,7.11,31.57,22.29,91.59,83.7,1,1.2,0.04,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,6,Indore,75.88,22.71,12.35,9.27,9.46,5.02,11.54,8.31,5.21,3.58,30.14,23.86,20.64,20.64,3,20.64,0.25,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,7,Indore,75.88,22.71,22.93,15.32,21.99,12.38,27.22,11.48,11.24,15.87,26.43,22.71,29.7,29.7,3,29.7,1.21,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,8,Indore,75.88,22.71,34.87,19.88,30.56,26.37,32.96,16.74,15.28,28.53,27.14,22,91.91,82,4,27.6,0.04,Anthracnose,,
2023,39,24-09-2023 to 03-09-2023,9,Indore,75.88,22.71,43.98,28.45,35.27,38.35,38.69,-,19.87,40.31,31.57,22.29,91.59,83.7,1,1.2,0.04,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,1,Japalpur,79.97,23.19,11.5,0,0,0,0,1.5,1,0,31.9,25.4,91.3,68.7,1,17.8,1.8,Charcoal Rot,,
2024,36,02-09-2024 to 08-09-2024,2,Japalpur,79.97,23.19,19,5,3.5,2,3,9.5,5.5,0,32.7,25.4,91.1,67.7,2,17.2,1.52,Charcoal Rot,,
2024,37,09-09-2024 to 15-09-2024,3,Japalpur,79.97,23.19,21.5,12,7,9,4.5,19,18,7,30,24.2,91.7,76,3,184.8,3.05,Charcoal Rot,,
2024,38,16-09-2024 to 22-09-2024,4,Japalpur,79.97,23.19,21.5,18,14.5,12,12,25.5,37.5,15,30.6,24.2,93.6,67.7,2,93.8,2.28,Charcoal Rot,,
2024,39,23-09-2024 to 29-09-2024,5,Japalpur,79.97,23.19,-,18,16.5,12,13,27,39.5,15,31.6,25.2,91.1,71.1,2,10.8,2.01,Charcoal Rot,,
2024,29,15-07-2024 to 21-07-2024,1,Japalpur,79.97,23.19,1.23,0.74,0,2.11,0,1.25,3.98,0,33.4,26.1,90.4,70,4,174.2,2.06,Yellow Mosaic Disease,,
2024,30,22-07-2024 to 28-07-2024,2,Japalpur,79.97,23.19,7.7,2.26,0.9,10.79,1.45,6.58,11.49,1.04,28.6,24.8,95.6,89.4,6,197.8,3.16,Yellow Mosaic Disease,,
2024,31,29-07-2024 to 04-08-2024,3,Japalpur,79.97,23.19,18.2,9.37,9.55,26.18,5.16,18.91,26.7,7.37,28.4,24.7,96,84,5,217.2,3.36,Yellow Mosaic Disease,,
2024,32,05-08-2024 to 11-08-2024,4,Japalpur,79.97,23.19,31.4,21.39,19.24,39.79,11.87,38.09,35.72,17.79,29.2,24.6,94.1,81.6,2,58.6,2.3,Yellow Mosaic Disease,,
2024,33,12-08-2024 to 18-08-2024,5,Japalpur,79.97,23.19,36.3,28.43,26.32,46.41,15.48,46.55,41.4,24.5,31.5,24.7,92.7,72.3,2,68.8,1.48,Yellow Mosaic Disease,,
2024,34,19-08-2024 to 25-08-2024,6,Japalpur,79.97,23.19,37.05,29.56,28.4,49.74,16.7,54.01,44.2,26.22,31.3,24.8,93.3,75.3,4,91.2,1.37,Yellow Mosaic Disease,,
2024,35,26-08-2024 to 01-09-2024,7,Japalpur,79.97,23.19,37.18,30.69,29.02,50.43,17.36,57.2,44.95,26.79,31.9,25.4,91.3,68.7,1,17.8,1.8,Yellow Mosaic Disease,,
2024,36,02-09-2024 to 08-09-2024,8,Japalpur,79.97,23.19,37.41,31.67,29.05,50.78,17.59,58.37,45.82,26.87,32.7,25.4,91.1,67.7,2,17.2,1.52,Yellow Mosaic Disease,,
2024,37,09-09-2024 to 15-09-2024,9,Japalpur,79.97,23.19,37.66,31.7,29.22,50.69,17.62,58.47,45.9,26.98,30,24.2,91.7,76,3,184.8,3.05,Yellow Mosaic Disease,,
2024,38,16-09-2024 to 22-09-2024,10,Japalpur,79.97,23.19,37.66,31.86,29.22,50.69,17.62,58.47,45.9,26.98,30.6,24.2,93.6,67.7,2,93.8,2.28,Yellow Mosaic Disease,,
2024,33,12-08-2024 to 18-08-2024,1,Japalpur,79.97,23.19,0.29,0,0,0,0,0,0,0,31.5,24.7,92.7,72.3,2,68.8,1.48,Rhizoctonia Aerial Blight,,
2024,34,19-08-2024 to 25-08-2024,2,Japalpur,79.97,23.19,1.16,0.38,1.9,0.88,0.36,0.3,0.25,0.53,31.3,24.8,93.3,75.3,4,91.2,1.37,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,3,Japalpur,79.97,23.19,6.16,3.63,4.8,2.21,7.05,1.04,1.78,2.89,31.9,25.4,91.3,68.7,1,17.8,1.8,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,4,Japalpur,79.97,23.19,10.96,10.86,11.93,4.02,12.59,4.24,7.97,9.27,32.7,25.4,91.1,67.7,2,17.2,1.52,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,5,Japalpur,79.97,23.19,11.53,15.97,18.85,5.89,18.21,7.54,13.63,15.36,30,24.2,91.7,76,3,184.8,3.05,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,6,Japalpur,79.97,23.19,11.53,16.85,24.78,7.38,21.22,10.05,18.38,18.56,30.6,24.2,93.6,67.7,2,93.8,2.28,Rhizoctonia Aerial Blight,,
2024,30,22-07-2024 to 28-07-2024,1,Japalpur,79.97,23.19,0.43,0,0,0,0,0,0,0,28.6,24.8,95.6,89.4,6,197.8,3.16,Anthracnose,,change Anthracnose/pb to Anthracnose
2024,31,29-07-2024 to 04-08-2024,2,Japalpur,79.97,23.19,2.58,0,0,0.32,0,0,0.07,0,28.4,24.7,96,84,5,217.2,3.36,Anthracnose,,
2024,32,05-08-2024 to 11-08-2024,3,Japalpur,79.97,23.19,7.32,0,0,3.36,0,0,3.73,0,29.2,24.6,94.1,81.6,2,58.6,2.3,Anthracnose,,
2024,33,12-08-2024 to 18-08-2024,4,Japalpur,79.97,23.19,15.68,0.49,0,11.65,0,0,9.06,0,31.5,24.7,92.7,72.3,2,68.8,1.48,Anthracnose,,
